emotion,id,name,gender,category
happy,8949,indigo nation men id printed grey trousers,men,trousers
happy,26807,arrow men grey striped trousers,men,trousers
happy,12675,probase men printed green trousers,men,trousers
happy,13528,probase navy blue printed trousers,men,trousers
happy,16799,highlander men solid grey trouser,men,trousers
happy,47677,femella women black animal print trousers,women,trousers
happy,12286,genesis men solid navy blue trousers,men,trousers
happy,2720,disney kids boy's mickey mouse print pants,boys,trousers
happy,8947,indigo nation men id printed grey trousers,men,trousers
happy,2719,disney kids boy's tiger print denim pants,boys,trousers
happy,8946,indigo nation men id printed beige trousers,men,trousers
happy,39225,femella women heart print  brown trousers,women,trousers
happy,39806,peter england men black trousers,men,trousers
happy,43912,femella women black trousers,women,trousers
happy,48495,french connection women olive trousers,women,trousers
happy,40280,scullers men grey trousers,men,trousers
happy,52299,crusoe men red printed get away boxers r09,men,boxers
happy,51385,myntra navy blue printed boxers,men,boxers
happy,51387,myntra white printed boxers,men,boxers
happy,28105,jockey modern classic men black boxer 8009,men,boxers
happy,43010,probase red printed boxers,men,boxers
happy,53557,probase black printed boxers,men,boxers
happy,47270,fcuk underwear blue printed boxers,men,boxers
happy,51388,myntra grey printed boxers,men,boxers
happy,53554,probase multicoloured printed boxers,men,boxers
happy,53559,probase purple printed boxers,men,boxers
happy,51392,myntra white printed boxers,men,boxers
happy,53556,probase multicoloured printed boxers,men,boxers
happy,47679,probase blue printed boxers,men,boxers
happy,51384,myntra blue printed boxers,men,boxers
happy,51386,myntra grey printed boxers,men,boxers
happy,43011,probase blue printed boxers,men,boxers
happy,47271,fcuk underwear green printed boxers,men,boxers
happy,47272,fcuk underwear blue printed boxers,men,boxers
happy,53555,probase multicoloured printed boxers,men,boxers
happy,51390,myntra navy blue printed boxers,men,boxers
happy,31464,nike women training green capris,women,capris
happy,27407,jockey women charcoal capris,women,capris
happy,57096,elle women blue chambray capris,women,capris
happy,13342,gini and jony kids girls solid purple capris,women,capris
happy,38900,allen solly kids girls poplin yellow capris,girls,capris
happy,34053,gini and jony boys yellow 3/4 length pants,boys,capris
happy,31112,gini and jony boys yellow 3/4 length pants,boys,capris
happy,17926,nike women casual grey capri,women,capris
happy,4849,adidas women tight black capri,women,capris
happy,27416,jockey women grey melange relaxed fit capris 1306,women,capris
happy,54921,do u speak green women olive capris,women,capris
happy,58736,puma women coral capris,women,capris
happy,28454,urban yoga women black capris,women,capris
happy,5017,levis kids girl's alicia pink kidswear,women,capris
happy,57205,kraus jeans women white capris,women,capris
happy,31113,gini and jony boys washed navy blue 3/4 length pants,boys,capris
happy,34052,gini and jony boys yellow 3/4 length pants,boys,capris
happy,28632,nike women black sports capris,women,capris
happy,33501,doodle kids girl  pink capris,women,capris
happy,32632,nike women legend slim poly grey capris,women,capris
happy,53811,ayaany women printed white tunic,women,tunics
happy,54548,global desi women yellow tunic,women,tunics
happy,23442,satya paul women orange printed tunic,women,tunics
happy,21921,biba outlet women printed multi tunic,women,tunics
happy,54562,global desi women red printed tunic,women,tunics
happy,15079,mother earth women printed green tunics,women,tunics
happy,23334,w women maroon printed tunic,women,tunics
happy,47660,femella women white printed tunic,women,tunics
happy,46280,109f women multicoloured printed tunic,women,tunics
happy,46263,109f women black printed tunic,women,tunics
happy,46286,109f women multicoloured printed tunic,women,tunics
happy,13453,united colors of benetton women printed blue tunics,women,tunics
happy,31935,mumbai slang women printed green tunic,women,tunics
happy,46252,fusion beats women yellow tunic,women,tunics
happy,23441,satya paul women blue printed tunic,women,tunics
happy,33161,sepia women printed white tunic,women,tunics
happy,53823,ayaanay women white printed tunic,women,tunics
happy,15091,mother earth women printed blue tunics,women,tunics
happy,31936,mumbai slang women printed blue tunic,women,tunics
happy,43616,vero moda women yellow tunic,women,tunics
happy,6478,adidas men top grey jacket,men,jackets
happy,13092,adidas men bnce t-top white jackets,men,jackets
happy,39754,gini jony boys printed red jacket,boys,jackets
happy,13104,adidas men bnce t-top black jackets,men,jackets
happy,36200,gini jony boys printed red jacket,boys,jackets
happy,14959,status quo men solid grey jackets,men,jackets
happy,28502,nike men windrunner yellow jacket,men,jackets
happy,40050,adidas men yellow kaka jacket,men,jackets
happy,14961,status quo men printed red jackets,men,jackets
happy,18517,c vox men ribstop 1348 black jacket,men,jackets
happy,18999,adidas originals men adi firebird tt black jacket,men,jackets
happy,9981,nike men as sideline j blue jackets,men,jackets
happy,59122,just natural men grey jacket,men,jackets
happy,14000,nike men printed blue jackets,men,jackets
happy,6477,adidas men top white jacket,men,jackets
happy,17901,nike men football soccer black jacket,men,jackets
happy,18985,adidas originals men st fb track top white jacket,men,jackets
happy,16196,puma men heroes red jackets,men,jackets
happy,14960,status quo men printed blue jackets,men,jackets
happy,5559,reebok men reversible blue & yellow jacket,men,jackets
happy,16195,puma men stripped sl yellow sweater,men,sweaters
happy,14083,flying machine women stripes purple sweaters,women,sweaters
happy,20224,wrangler women felt purple sweater,women,sweaters
happy,19822,u.s. polo assn. men solid charcoal sweater,men,sweaters
happy,17195,u.s. polo assn. men stripes green sweater,men,sweaters
happy,11170,scullers men stripes yellow sweaters,men,sweaters
happy,14996,adidas men stripes blue sweaters,men,sweaters
happy,15328,nike men solid blue sweaters,men,sweaters
happy,11433,united colors of benetton women light winter mauve vest,women,sweaters
happy,13099,adidas men stadium fz po blue sweaters,men,sweaters
happy,11074,scullers men stripes blue sweaters,men,sweaters
happy,18966,united colors of benetton men printed green sweater,men,sweaters
happy,9946,adidas men frnt str black sweaters,men,sweaters
happy,18572,puma men solid blue sweater,men,sweaters
happy,21136,s.oliver women stripes navy blue sweater,women,sweaters
happy,14323,adidas women stripes white sweaters,women,sweaters
happy,13097,adidas men knit purple sweaters,men,sweaters
happy,19393,adidas men stripes green sweater,men,sweaters
happy,18724,arrow woman lara black sweater,women,sweaters
happy,43314,united colors of benetton women yellow sweater,women,sweaters
happy,12159,aurelia women solid red leggings,women,leggings
happy,37514,madagascar3 infant boys lemon yellow leggings,boys,leggings
happy,49763,vishudh grey leggings,women,leggings
happy,12160,aurelia women solid yellow leggings,women,leggings
happy,39126,aneri women yellow leggings,women,leggings
happy,41317,aurelia women red leggings,women,leggings
happy,38935,gini and jony girls black leggings,girls,leggings
happy,23045,arrow woman black printed jeggings,women,leggings
happy,22464,myntra women black patiala salwar,women,leggings
happy,25900,femella women teal skinny leggings,women,leggings
happy,57924,femella women red leggings,women,leggings
happy,43524,french connection women black legging,women,leggings
happy,23046,arrow woman black printed jeggings,women,leggings
happy,54057,myntra women sea green leggings,women,leggings
happy,57925,femella women charcoal leggings,women,leggings
happy,22454,myntra women red leggings,women,leggings
happy,39119,aneri women blue leggings,women,leggings
happy,22459,myntra women purple leggings,women,leggings
happy,25902,femella women grey skinny leggings,women,leggings
happy,41314,aurelia women black leggings,women,leggings
happy,56650,mumbai slang women purple kurti,women,kurtis
happy,59058,global desi women black kurti,women,kurtis
happy,18289,aneri women habiba blue kurti,women,kurtis
happy,40596,aurelia women brown kurtis,women,kurtis
happy,11587,w women printed white kurtis,women,kurtis
happy,30910,fabindia women striped grey kurti,women,kurtis
happy,30911,fabindia women black kurti,women,kurtis
happy,24242,la-emotio women green kurti,women,kurtis
happy,28743,w women printed green top,women,kurtis
happy,56806,aneri women printed brown kurti,women,kurtis
happy,12148,aurelia women blue kurti,women,kurtis
happy,56812,aneri women multi coloured kurti,women,kurtis
happy,30907,fabindia women black kurti,women,kurtis
happy,54082,mumbai slang women blue kurti,women,kurtis
happy,14544,vishudh women flower print navy blue kurtis,women,kurtis
happy,25855,diva women printed red kurti,women,kurtis
happy,39480,diva women pink kurti,women,kurtis
happy,12111,w women printed cream kurtis,women,kurtis
happy,56814,aneri women multi coloured kurti,women,kurtis
happy,31326,aurelia women rust kurti,women,kurtis
happy,48522,french connection women blue jumpsuit,women,jumpsuit
happy,43675,french connection women multi coloured playsuit,women,jumpsuit
happy,57034,forever new women white playsuit,women,jumpsuit
happy,57079,elle women blue jumpsuit,women,jumpsuit
happy,57078,elle women black jumpsuit,women,jumpsuit
happy,57811,united colors of benetton women purple  jumpsuit,women,jumpsuit
happy,43317,united colors of benetton women black jumpsuit,women,jumpsuit
happy,37204,united colors of benetton women printed teal jumpsuit,women,jumpsuit
happy,43674,french connection women blue playsuit,women,jumpsuit
happy,39720,arrow woman olive jumpsuit,women,jumpsuit
happy,43655,only women multi coloured short jumpsuit,women,jumpsuit
happy,48523,french connection women magenta playsuit,women,jumpsuit
happy,43679,french connection women orange playsuit,women,jumpsuit
happy,43666,only women peach short jumpsuit,women,jumpsuit
happy,40427,tonga women beige jumpsuit,women,jumpsuit
happy,57812,united colors of benetton women brown jumpsuit,women,jumpsuit
happy,52021,inaya women lounge top,women,lounge tshirts
happy,52003,inaya women black lounge top,women,lounge tshirts
happy,51981,inaya women black lounge top,women,lounge tshirts
happy,13621,hanes men knitted grey shorts,men,lounge shorts
happy,49946,hanes men navy blue shorts,men,lounge shorts
happy,51993,inaya women pink lounge shorts,women,lounge shorts
happy,50657,chromozome men black lounge shorts,men,lounge shorts
happy,49945,hanes men red shorts,men,lounge shorts
happy,13630,hanes men knitted black shorts,men,lounge shorts
happy,13627,hanes men knitted blue shorts,men,lounge shorts
happy,28141,jockey 24 x 7 men black sport shorts 9426,men,lounge shorts
happy,49993,hanes men grey shorts,men,lounge shorts
happy,50652,chromozome men grey lounge shorts,men,lounge shorts
happy,49944,hanes men black shorts,men,lounge shorts
happy,50654,chromozome men black lounge shorts,men,lounge shorts
happy,27423,jockey women magenta lounge shorts,women,lounge shorts
happy,50651,chromozome men black lounge shorts,men,lounge shorts
happy,13624,hanes men knitted red shorts,men,lounge shorts
happy,27427,jockey women purple lounge shorts 1308,women,lounge shorts
happy,51995,inaya women brown lounge shorts,women,lounge shorts
happy,27409,jockey women navy blue capris,women,lounge shorts
happy,50028,hanes women assorted lounge shorts,women,lounge shorts
happy,28139,jockey sport men grey melange shorts 9411,men,lounge shorts
happy,30739,fabindia men reversible blue sleeveless jacket,men,nehru jackets
happy,30741,fabindia men brown silk sleeveless jacket,men,nehru jackets
happy,30742,fabindia men striped blue silk sleeveless jacket,men,nehru jackets
happy,30738,fabindia men navy blue bhagalpur nehru jacket,men,nehru jackets
happy,30740,fabindia men brown silk sleeveless jacket,men,nehru jackets
happy,51598,wrangler women blue jeggings,women,jeggings
happy,41134,allen solly woman grey jeggings,women,jeggings
happy,37207,united colors of benetton women navy blue jeggings,women,jeggings
happy,51616,kraus jeans women black jeggings,women,jeggings
happy,51588,wrangler women blue jeggings,women,jeggings
happy,51590,wrangler women navy blue jeggings,women,jeggings
happy,51619,kraus jeans women white jeggings,women,jeggings
happy,57213,kraus jeans women blue jeggings,women,jeggings
happy,27009,jealous 21 women washed blue jeggings,women,jeggings
happy,51592,wrangler women black jeggings,women,jeggings
happy,52525,pepe jeans women dark red jeggings,women,jeggings
happy,33718,pieces women pink jeggings,women,jeggings
happy,51597,wrangler women blue jeggings,women,jeggings
happy,26988,jealous 21 women blue jeggings,women,jeggings
happy,27004,jealous 21 women washed light blue jeggings,women,jeggings
happy,57210,kraus jeans women blue jeggings,women,jeggings
happy,57212,kraus jeans women blue jeggings,women,jeggings
happy,54049,myntra women navy blue jeggings,women,jeggings
happy,33736,pieces women green jeggings,women,jeggings
happy,26989,jealous 21 women black jeggings,women,jeggings
happy,30726,fabindia girls printed blue lehenga choli,girls,lehenga choli
happy,30725,fabindia girls printed pink lehenga choli,girls,lehenga choli
happy,59673,fnf red bridal collection lehenga choli,women,lehenga choli
happy,59672,fnf brown & gold bridal collection lehenga choli,women,lehenga choli
happy,51332,wildcraft men black rain trousers,men,rain trousers
happy,51334,wildcraft men navy blue rain trousers,men,rain trousers
sad,9241,mark taylor men blue striped shirt,men,shirts
sad,20141,wrangler men authentic rope navy blue shirt,men,shirts
sad,11083,scullers men check blue shirts,men,shirts
sad,20136,wrangler women roll up sleeve blue shirt,women,shirts
sad,25531,wrangler men benefica blue shirt,men,shirts
sad,10355,united colors of benetton men stripes blue shirts,men,shirts
sad,13316,gini and jony kids boys check blue shirts,men,shirts
sad,44696,wills lifestyle women navy blue shirt,women,shirts
sad,15086,mother earth men check blue shirts,men,shirts
sad,37767,john players men orange and blue check shirt,men,shirts
sad,16396,levis men check navy blue shirts,men,shirts
sad,57080,elle women blue shirt,women,shirts
sad,46395,adidas men blue & white check shirt,men,shirts
sad,9666,indigo nation men bling blue shirts,men,shirts
sad,22388,mark taylor men striped blue shirt,men,shirts
sad,2167,probase men blue & white shirt,men,shirts
sad,16025,highlander men check blue shirt,men,shirts
sad,13859,scullers men check blue shirts,men,shirts
sad,58801,highlander men green & navy blue check shirt,men,shirts
sad,36861,spykar men passion navy blue shirt,men,shirts
sad,16511,locomotive men washed blue jeans,men,jeans
sad,26992,jealous 21 women washed light blue jeans,women,jeans
sad,40928,gini and jony boys rodeo blue jeans,boys,jeans
sad,32560,only women blue jeans,women,jeans
sad,38931,gini and jony girls blue jeans,girls,jeans
sad,52523,pepe jeans women blue jeans,women,jeans
sad,42256,john players men blue jeans,men,jeans
sad,56827,john players men blue jeans,men,jeans
sad,42264,john players men blue jeans,men,jeans
sad,44586,lee men tino blue jeans,men,jeans
sad,52554,pepe jeans women blue jeans,women,jeans
sad,31335,locomotive men washed blue jeans,men,jeans
sad,52555,pepe jeans women blue jeans,women,jeans
sad,11279,wrangler men blue texas jeans,men,jeans
sad,48384,french connection men blue jeans,men,jeans
sad,27003,jealous 21 women washed blue jeans,women,jeans
sad,28794,denizen men blue jeans,men,jeans
sad,13672,levis kids blue solid jean,unisex,jeans
sad,14121,flying machine washed blue jeans,men,jeans
sad,11349,lee men blue chicago fit jeans,men,jeans
sad,18869,puma women black core track pants,women,track pants
sad,34205,proline men grey melange track pants,men,track pants
sad,24329,adidas women blue track pants,women,track pants
sad,28626,nike men classic fresher off white track pants,men,track pants
sad,44881,puma men black track pants,men,track pants
sad,53750,adidas women dark grey track pant,women,track pants
sad,30651,nike men black track pants,men,track pants
sad,26464,puma men black track pants,men,track pants
sad,29042,adidas men black track pants,men,track pants
sad,15332,nike men solid off-white track pants,men,track pants
sad,9967,nike men ad breakline black track pants,men,track pants
sad,9509,puma men n0 1logo open grey track pants,men,track pants
sad,26252,proline men grey melange track pants,men,track pants
sad,40089,adidas men white track pants,men,track pants
sad,45489,fila men navy blue track pants,men,track pants
sad,21381,manchester united men solid navy blue track pants,men,track pants
sad,1999,puma men's grey track pants,men,track pants
sad,34253,proline men black track pants,men,track pants
sad,15608,nike navy blue team woven     training  track pants,men,track pants
sad,1608,reebok track pants jet black,men,track pants
sad,13891,nike men team india blue jersey,men,tshirts
sad,32435,adidas men spectrum night blue t-shirt,men,tshirts
sad,48437,french connection men blue printed t-shirt,men,tshirts
sad,22322,wildcraft women solid blue tshirt,women,tshirts
sad,13159,puma women dark heather fuchsia grey tshirts,women,tshirts
sad,19793,u.s. polo assn. men striped navy blue tshirt,men,tshirts
sad,15469,puma men bolt essential blue tshirts,men,tshirts
sad,37719,john players men polo blue t-shirt,men,tshirts
sad,7763,inkfruit men's secret behing royal blue black t-shirt,men,tshirts
sad,4407,john lenon men's painted on the wall dark grey t-shirt,men,tshirts
sad,7515,nike women's aqua blue polo t-shirt,women,tshirts
sad,26228,proline men blue polo t-shirt,men,tshirts
sad,37532,madagascar3 infant boys light blue t-shirt,boys,tshirts
sad,27583,scullers men yellow & navy blue striped t-shirt,men,tshirts
sad,3047,tantra men's dirty man blue t-shirt,men,tshirts
sad,53788,puma men blue t-shirt,men,tshirts
sad,40036,adidas men navy blue t-shirt,men,tshirts
sad,34355,myntra men blue jazzy move printed t-shirt,men,tshirts
sad,42098,adidas men grey & blue chelsea polo t-shirt,men,tshirts
sad,12799,nike men blue manchester united jersey,men,tshirts
